[2025-10-23 18:03:30,551] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 10000000.0, 'price_change_threshold': 1.0, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi']}
[2025-10-23 18:03:30,587] INFO: Бот запущен. Используй /start или /test в Telegram.
[2025-10-23 23:33:11,667] ERROR: Ошибка: Bollinger Bands для NILUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,676] ERROR: Ошибка: Bollinger Bands для OGUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,683] ERROR: Ошибка: Bollinger Bands для NEARUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,692] ERROR: Ошибка: Bollinger Bands для NOMUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,701] ERROR: Ошибка: Bollinger Bands для MYXUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,711] ERROR: Ошибка: Bollinger Bands для ORDIUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,717] ERROR: Ошибка: Bollinger Bands для NMRUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,730] ERROR: Ошибка: Bollinger Bands для PEOPLEUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,737] ERROR: Ошибка: Bollinger Bands для PEAQUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,746] ERROR: Ошибка: Bollinger Bands для ORDERUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,752] ERROR: Ошибка: Bollinger Bands для PENGUUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,760] ERROR: Ошибка: Bollinger Bands для OPUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,810] ERROR: Ошибка: Bollinger Bands для ONDOUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,815] ERROR: Ошибка: Bollinger Bands для NOTUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,826] ERROR: Ошибка: Bollinger Bands для PAXGUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,833] ERROR: Ошибка: Bollinger Bands для NAORISUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,843] ERROR: Ошибка: Bollinger Bands для PENDLEUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,849] ERROR: Ошибка: Bollinger Bands для OMUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,861] ERROR: Ошибка: Bollinger Bands для OPENUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,971] ERROR: Ошибка: Bollinger Bands для PHBUSDT содержат NaN значения после расчета
[2025-10-23 23:33:11,984] ERROR: Ошибка: Bollinger Bands для PHAUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,071] ERROR: Ошибка: Bollinger Bands для PIPPINUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,087] ERROR: Ошибка: Bollinger Bands для PLUMEUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,164] ERROR: Ошибка: Bollinger Bands для POLUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,174] ERROR: Ошибка: Bollinger Bands для PYTHUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,185] ERROR: Ошибка: Bollinger Bands для PTBUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,193] ERROR: Ошибка: Bollinger Bands для PUFFERUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,201] ERROR: Ошибка: Bollinger Bands для PNUTUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,218] ERROR: Ошибка: Bollinger Bands для PUNDIXUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,227] ERROR: Ошибка: Bollinger Bands для RECALLUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,262] ERROR: Ошибка: Bollinger Bands для PUMPFUNUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,268] ERROR: Ошибка: Bollinger Bands для POPCATUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,276] ERROR: Ошибка: Bollinger Bands для PORTALUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,283] ERROR: Ошибка: Bollinger Bands для REDUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,290] ERROR: Ошибка: Bollinger Bands для QUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,296] ERROR: Ошибка: Bollinger Bands для PROMUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,334] ERROR: Ошибка: Bollinger Bands для RENDERUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,343] ERROR: Ошибка: Bollinger Bands для RESOLVUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,350] ERROR: Ошибка: Bollinger Bands для RIVERUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,358] ERROR: Ошибка: Bollinger Bands для RVNUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,365] ERROR: Ошибка: Bollinger Bands для RUNEUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,373] ERROR: Ошибка: Bollinger Bands для ROAMUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,380] ERROR: Ошибка: Bollinger Bands для RSRUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,400] ERROR: Ошибка: Bollinger Bands для SAHARAUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,408] ERROR: Ошибка: Bollinger Bands для PROVEUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,503] ERROR: Ошибка: Bollinger Bands для SANDUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,520] ERROR: Ошибка: Bollinger Bands для SAPIENUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,640] ERROR: Ошибка: Bollinger Bands для SEIUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,677] ERROR: Ошибка: Bollinger Bands для SHIB1000USDT содержат NaN значения после расчета
[2025-10-23 23:33:12,692] ERROR: Ошибка: Bollinger Bands для SNXUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,698] ERROR: Ошибка: Bollinger Bands для SIGNUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,707] ERROR: Ошибка: Bollinger Bands для SOLVUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,715] ERROR: Ошибка: Bollinger Bands для SOLUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,741] ERROR: Ошибка: Bollinger Bands для SOPHUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,748] ERROR: Ошибка: Bollinger Bands для SAROSUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,799] ERROR: Ошибка: Bollinger Bands для SOONUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,806] ERROR: Ошибка: Bollinger Bands для SPKUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,813] ERROR: Ошибка: Bollinger Bands для SOMIUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,831] ERROR: Ошибка: Bollinger Bands для SOSOUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,837] ERROR: Ошибка: Bollinger Bands для SONICUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,853] ERROR: Ошибка: Bollinger Bands для STRKUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,862] ERROR: Ошибка: Bollinger Bands для SUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,869] ERROR: Ошибка: Bollinger Bands для STOUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,875] ERROR: Ошибка: Bollinger Bands для STBLUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,882] ERROR: Ошибка: Bollinger Bands для SUPERUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,890] ERROR: Ошибка: Bollinger Bands для STXUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,897] ERROR: Ошибка: Bollinger Bands для SQDUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,903] ERROR: Ошибка: Bollinger Bands для SPXUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,922] ERROR: Ошибка: Bollinger Bands для SWARMSUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,933] ERROR: Ошибка: Bollinger Bands для SUSHIUSDT содержат NaN значения после расчета
[2025-10-23 23:33:12,949] ERROR: Ошибка: Bollinger Bands для SUIUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,142] ERROR: Ошибка: Bollinger Bands для SYNUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,159] ERROR: Ошибка: Bollinger Bands для SKYUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,176] ERROR: Ошибка: Bollinger Bands для TAUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,185] ERROR: Ошибка: Bollinger Bands для TAOUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,275] ERROR: Ошибка: Bollinger Bands для THEUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,284] ERROR: Ошибка: Bollinger Bands для SYRUPUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,291] ERROR: Ошибка: Bollinger Bands для TIAUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,297] ERROR: Ошибка: Bollinger Bands для USTCUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,303] ERROR: Ошибка: Bollinger Bands для TREEUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,311] ERROR: Ошибка: Bollinger Bands для TRBUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,318] ERROR: Ошибка: Bollinger Bands для TONUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,325] ERROR: Ошибка: Bollinger Bands для TOWNSUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,331] ERROR: Ошибка: Bollinger Bands для TRUTHUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,350] ERROR: Ошибка: Bollinger Bands для USDCUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,357] ERROR: Ошибка: Bollinger Bands для TURTLEUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,364] ERROR: Ошибка: Bollinger Bands для UMAUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,370] ERROR: Ошибка: Bollinger Bands для TRXUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,378] ERROR: Ошибка: Bollinger Bands для TWTUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,384] ERROR: Ошибка: Bollinger Bands для UNIUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,391] ERROR: Ошибка: Bollinger Bands для UBUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,398] ERROR: Ошибка: Bollinger Bands для TUTUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,405] ERROR: Ошибка: Bollinger Bands для USELESSUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,441] ERROR: Ошибка: Bollinger Bands для VANAUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,447] ERROR: Ошибка: Bollinger Bands для THETAUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,459] ERROR: Ошибка: Bollinger Bands для TRUMPUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,629] ERROR: Ошибка: Bollinger Bands для VELVETUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,692] ERROR: Ошибка: Bollinger Bands для VFYUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,786] ERROR: Ошибка: Bollinger Bands для VVVUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,805] ERROR: Ошибка: Bollinger Bands для WCTUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,813] ERROR: Ошибка: Bollinger Bands для WLFIUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,820] ERROR: Ошибка: Bollinger Bands для VINEUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,829] ERROR: Ошибка: Bollinger Bands для WAVESUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,836] ERROR: Ошибка: Bollinger Bands для VIRTUALUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,851] ERROR: Ошибка: Bollinger Bands для XTZUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,860] ERROR: Ошибка: Bollinger Bands для XNYUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,867] ERROR: Ошибка: Bollinger Bands для XLMUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,874] ERROR: Ошибка: Bollinger Bands для XRPUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,881] ERROR: Ошибка: Bollinger Bands для XAUTUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,888] ERROR: Ошибка: Bollinger Bands для WUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,896] ERROR: Ошибка: Bollinger Bands для XPINUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,903] ERROR: Ошибка: Bollinger Bands для WALUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,910] ERROR: Ошибка: Bollinger Bands для WIFUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,917] ERROR: Ошибка: Bollinger Bands для XANUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,926] ERROR: Ошибка: Bollinger Bands для WLDUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,947] ERROR: Ошибка: Bollinger Bands для VELOUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,955] ERROR: Ошибка: Bollinger Bands для XMRUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,977] ERROR: Ошибка: Bollinger Bands для VETUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,985] ERROR: Ошибка: Bollinger Bands для YALAUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,992] ERROR: Ошибка: Bollinger Bands для XCNUSDT содержат NaN значения после расчета
[2025-10-23 23:33:13,998] ERROR: Ошибка: Bollinger Bands для YBUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,133] ERROR: Ошибка: Bollinger Bands для YFIUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,211] ERROR: Ошибка: Bollinger Bands для XPLUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,257] ERROR: Ошибка: Bollinger Bands для ZBCNUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,267] ERROR: Ошибка: Bollinger Bands для ZENUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,276] ERROR: Ошибка: Bollinger Bands для ZBTUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,286] ERROR: Ошибка: Bollinger Bands для ZEREBROUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,316] ERROR: Ошибка: Bollinger Bands для ZORAUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,323] ERROR: Ошибка: Bollinger Bands для ZKCUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,331] ERROR: Ошибка: Bollinger Bands для ZILUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,338] ERROR: Ошибка: Bollinger Bands для ZETAUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,346] ERROR: Ошибка: Bollinger Bands для ZKUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,354] ERROR: Ошибка: Bollinger Bands для ZROUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,411] ERROR: Ошибка: Bollinger Bands для YGGUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,418] ERROR: Ошибка: Bollinger Bands для ZECUSDT содержат NaN значения после расчета
[2025-10-23 23:33:14,419] INFO: Обработано 322 тикеров, сигналов: 1, время обработки: 7.67 сек
[2025-10-23 23:34:06,742] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 1000000.0, 'price_change_threshold': 0.5, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi'], 'cache_tickers': True, 'cache_duration': 300, 'log_level': 'INFO'}
[2025-10-23 23:34:06,743] INFO: Запуск мониторинга...
[2025-10-23 23:34:06,743] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 1000000.0, 'price_change_threshold': 0.5, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi'], 'cache_tickers': True, 'cache_duration': 300, 'log_level': 'INFO'}
[2025-10-23 23:34:07,078] INFO: Получено 334 тикеров после фильтра
[2025-10-23 23:34:07,084] INFO: Получено 322 тикеров для обработки
[2025-10-23 23:34:07,392] ERROR: Ошибка: Bollinger Bands для 1000RATSUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,401] ERROR: Ошибка: Bollinger Bands для 1000FLOKIUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,456] ERROR: Ошибка: Bollinger Bands для AEROUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,463] ERROR: Ошибка: Bollinger Bands для 1000000BABYDOGEUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,478] ERROR: Ошибка: Bollinger Bands для ADAUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,485] ERROR: Ошибка: Bollinger Bands для 1000TURBOUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,492] ERROR: Ошибка: Bollinger Bands для 1000000MOGUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,500] ERROR: Ошибка: Bollinger Bands для ALTUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,510] ERROR: Ошибка: Bollinger Bands для 0GUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,517] ERROR: Ошибка: Bollinger Bands для ALCHUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,524] ERROR: Ошибка: Bollinger Bands для AKEUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,532] ERROR: Ошибка: Bollinger Bands для 4USDT содержат NaN значения после расчета
[2025-10-23 23:34:07,538] ERROR: Ошибка: Bollinger Bands для 1000PEPEUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,546] ERROR: Ошибка: Bollinger Bands для AAVEUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,555] ERROR: Ошибка: Bollinger Bands для 10000SATSUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,611] ERROR: Ошибка: Bollinger Bands для 1INCHUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,618] ERROR: Ошибка: Bollinger Bands для ACTUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,626] ERROR: Ошибка: Bollinger Bands для ALGOUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,635] ERROR: Ошибка: Bollinger Bands для 1000NEIROCTOUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,641] ERROR: Ошибка: Bollinger Bands для 2ZUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,649] ERROR: Ошибка: Bollinger Bands для 1000LUNCUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,655] ERROR: Ошибка: Bollinger Bands для 1000TOSHIUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,666] ERROR: Ошибка: Bollinger Bands для ALICEUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,679] ERROR: Ошибка: Bollinger Bands для 1000BONKUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,685] ERROR: Ошибка: Bollinger Bands для ALEOUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,861] ERROR: Ошибка: Bollinger Bands для APEUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,923] ERROR: Ошибка: Bollinger Bands для ARBUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,965] ERROR: Ошибка: Bollinger Bands для ASTERUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,973] ERROR: Ошибка: Bollinger Bands для ARIAUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,982] ERROR: Ошибка: Bollinger Bands для AUCTIONUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,988] ERROR: Ошибка: Bollinger Bands для ARPAUSDT содержат NaN значения после расчета
[2025-10-23 23:34:07,995] ERROR: Ошибка: Bollinger Bands для ARUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,002] ERROR: Ошибка: Bollinger Bands для ARKMUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,012] ERROR: Ошибка: Bollinger Bands для ATHUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,018] ERROR: Ошибка: Bollinger Bands для ATOMUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,068] ERROR: Ошибка: Bollinger Bands для AUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,077] ERROR: Ошибка: Bollinger Bands для AWEUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,084] ERROR: Ошибка: Bollinger Bands для AXLUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,091] ERROR: Ошибка: Bollinger Bands для AXSUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,097] ERROR: Ошибка: Bollinger Bands для AVAXUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,104] ERROR: Ошибка: Bollinger Bands для BARDUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,111] ERROR: Ошибка: Bollinger Bands для BANKUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,118] ERROR: Ошибка: Bollinger Bands для AVNTUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,140] ERROR: Ошибка: Bollinger Bands для APRUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,170] ERROR: Ошибка: Bollinger Bands для APEXUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,180] ERROR: Ошибка: Bollinger Bands для ARCUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,187] ERROR: Ошибка: Bollinger Bands для API3USDT содержат NaN значения после расчета
[2025-10-23 23:34:08,194] ERROR: Ошибка: Bollinger Bands для AUDIOUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,201] ERROR: Ошибка: Bollinger Bands для B2USDT содержат NaN значения после расчета
[2025-10-23 23:34:08,208] ERROR: Ошибка: Bollinger Bands для APTUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,234] ERROR: Ошибка: Bollinger Bands для BATUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,353] ERROR: Ошибка: Bollinger Bands для BBUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,427] ERROR: Ошибка: Bollinger Bands для BCHUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,437] ERROR: Ошибка: Bollinger Bands для BEAMUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,456] ERROR: Ошибка: Bollinger Bands для BLESSUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,464] ERROR: Ошибка: Bollinger Bands для BERAUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,530] ERROR: Ошибка: Bollinger Bands для BIOUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,537] ERROR: Ошибка: Bollinger Bands для BUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,545] ERROR: Ошибка: Bollinger Bands для BROCCOLIUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,552] ERROR: Ошибка: Bollinger Bands для BOMEUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,558] ERROR: Ошибка: Bollinger Bands для C98USDT содержат NaN значения после расчета
[2025-10-23 23:34:08,571] ERROR: Ошибка: Bollinger Bands для BTRUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,578] ERROR: Ошибка: Bollinger Bands для CAKEUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,594] ERROR: Ошибка: Bollinger Bands для BLURUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,600] ERROR: Ошибка: Bollinger Bands для BTCUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,607] ERROR: Ошибка: Bollinger Bands для BNBUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,617] ERROR: Ошибка: Bollinger Bands для CAMPUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,630] ERROR: Ошибка: Bollinger Bands для COMPUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,638] ERROR: Ошибка: Bollinger Bands для CLANKERUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,644] ERROR: Ошибка: Bollinger Bands для CFXUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,654] ERROR: Ошибка: Bollinger Bands для CELOUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,669] ERROR: Ошибка: Bollinger Bands для CETUSUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,697] ERROR: Ошибка: Bollinger Bands для COOKIEUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,704] ERROR: Ошибка: Bollinger Bands для CLOUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,711] ERROR: Ошибка: Bollinger Bands для BRETTUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,720] ERROR: Ошибка: Bollinger Bands для CATIUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,850] ERROR: Ошибка: Bollinger Bands для CROUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,891] ERROR: Ошибка: Bollinger Bands для CRVUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,931] ERROR: Ошибка: Bollinger Bands для BELUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,945] ERROR: Ошибка: Bollinger Bands для CUDISUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,956] ERROR: Ошибка: Bollinger Bands для CTCUSDT содержат NaN значения после расчета
[2025-10-23 23:34:08,994] ERROR: Ошибка: Bollinger Bands для CYBERUSDT содержат NaN значения после расчета
[2025-10-23 23:34:09,015] ERROR: Ошибка: Bollinger Bands для DOTUSDT содержат NaN значения после расчета
[2025-10-23 23:34:09,022] ERROR: Ошибка: Bollinger Bands для DOGEUSDT содержат NaN значения после расчета
[2025-10-23 23:34:09,030] ERROR: Ошибка: Bollinger Bands для DOLOUSDT содержат NaN значения после расчета
[2025-10-23 23:34:09,066] ERROR: Ошибка: Bollinger Bands для DBRUSDT содержат NaN значения после расчета
[2025-10-23 23:34:09,077] ERROR: Ошибка: Bollinger Bands для DOODUSDT содержат NaN значения после расчета
[2025-10-23 23:34:09,084] ERROR: Ошибка: Bollinger Bands для CUSDT содержат NaN значения после расчета
[2025-10-23 23:34:09,094] ERROR: Ошибка: Bollinger Bands для DASHUSDT содержат NaN значения после расчета
[2025-10-23 23:34:09,104] ERROR: Ошибка: Bollinger Bands для EIGENUSDT содержат NaN значения после расчета
[2025-10-23 23:34:09,111] ERROR: Ошибка: Bollinger Bands для CVXUSDT содержат NaN значения после расчета
[2025-10-23 23:34:09,120] ERROR: Ошибка: Bollinger Bands для EDENUSDT содержат NaN значения после расчета
